codigo,codigo_departamento,nombre
15814,15,TOCA
25815,25,TOCAIMA
25817,25,TOCANCIPÁ
15816,15,TOGÜÍ
5819,5,TOLEDO
54820,54,TOLEDO
70823,70,TOLÚ VIEJO
68820,68,TONA
15820,15,TÓPAGA
25823,25,TOPAIPÍ
19821,19,TORIBIO
76823,76,TORO
15822,15,TOTA
19824,19,TOTORÓ
85430,85,TRINIDAD
76828,76,TRUJILLO
8832,8,TUBARÁ
23815,23,TUCHÍN
76834,76,TULUÁ
15001,15,TUNJA
15832,15,TUNUNGUÁ
52838,52,TÚQUERRES
13836,13,TURBACO
13838,13,TURBANÁ
5837,5,TURBO
15835,15,TURMEQUÉ
15837,15,TUTA
15839,15,TUTAZÁ
25839,25,UBALÁ
25841,25,UBAQUE
76845,76,ULLOA
15842,15,UMBITA
25845,25,UNE
27800,27,UNGUÍA
27810,27,UNIÓN PANAMERICANA
5842,5,URAMITA
50370,50,URIBE
44847,44,URIBIA
5847,5,URRAO
44855,44,URUMITA
8849,8,USIACURÍ
25851,25,ÚTICA
5854,5,VALDIVIA
23855,23,VALENCIA
86865,86,VALLE DE GUAMEZ
68855,68,VALLE DE SAN JOSÉ
73854,73,VALLE DE SAN JUAN
20001,20,VALLEDUPAR
5856,5,VALPARAÍSO
18860,18,VALPARAÍSO
5858,5,VEGACHÍ
68861,68,VÉLEZ
73861,73,VENADILLO
5861,5,VENECIA
25506,25,VENECIA
15861,15,VENTAQUEMADA
25862,25,VERGARA
76863,76,VERSALLES
68867,68,VETAS
25867,25,VIANÍ
17867,17,VICTORIA
5873,5,VIGÍA DEL FUERTE
76869,76,VIJES
54871,54,VILLA CARO
15407,15,VILLA DE LEYVA
25843,25,VILLA DE SAN DIEGO DE UBATE
54874,54,VILLA DEL ROSARIO
19845,19,VILLA RICA
86885,86,VILLAGARZÓN
25871,25,VILLAGÓMEZ
73870,73,VILLAHERMOSA
17873,17,VILLAMARÍA
13873,13,VILLANUEVA
44874,44,VILLANUEVA
68872,68,VILLANUEVA
85440,85,VILLANUEVA
25873,25,VILLAPINZÓN
73873,73,VILLARRICA
50001,50,VILLAVICENCIO
41872,41,VILLAVIEJA
25875,25,VILLETA
25878,25,VIOTÁ
15879,15,VIRACACHÁ
50711,50,VISTA HERMOSA
17877,17,VITERBO
25885,25,YACOPÍ
52885,52,YACUANQUER
41885,41,YAGUARÁ
5885,5,YALÍ
5887,5,YARUMAL
97889,97,YAVARATÉ
5890,5,YOLOMBÓ
5893,5,YONDÓ
85001,85,YOPAL
76890,76,YOTOCO
76892,76,YUMBO
13894,13,ZAMBRANO
68895,68,ZAPATOCA
47960,47,ZAPAYÁN
5895,5,ZARAGOZA
76895,76,ZARZAL
15897,15,ZETAQUIRA
25898,25,ZIPACÓN
25899,25,ZIPAQUIRÁ
47980,47,ZONA BANANERA
